Jaar indiening;Gebouw Functie kort;Handeling;Project Aanvrager Type;Aantal projecten;Aantal gebouwen;Aantal gebouwen (met gebouwinfo);Aantal wooneenheden;Aantal (studenten)kamers;Nuttige woonoppervlakte (m²);Nuttige oppervlakte kamerwoningen (m²);Bovengronds nuttige oppervlakte (m²);Bovengronds grond oppervlakte (m²);Gesloopte oppervlakte (m²);Gesloopte volume (m³);[Project Huidige Toestand Eenvoudig]
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;528;536;536;1.598;0;258.702,86;0;382.317,80;119.941,35;0,00;0,00;Stopgezet
2020;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1.239;1.263;1.264;3.427;0;626.342,91;0;555.888,55;355.444,80;0,00;0,00;Vergunning
2020;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;658;728;728;5.235;0;678.657,02;0;734.614,44;267.543,13;0,00;0,00;Vergunning
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;114,00;136,00;0,00;0,00;Stopgezet
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon;11;18;18;68;0;6.910,95;0;9.490,69;4.069,89;0,00;0,00;In behandeling (na beroep)
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon;7;12;12;96;0;8.716,31;0;10.078,05;4.952,49;0,00;0,00;Geen beslissing genomen
2021;meergezinswoning;Nieuwbouw;Rechtspersoon;8;19;19;184;0;16.696,98;0;19.805,86;10.136,54;0,00;0,00;Geen beslissing genomen
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;8;14;14;246;0;36.774,76;0;30.552,92;8.341,33;0,00;0,00;In behandeling (na beroep)
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;5;8;8;217;0;37.907,69;0;21.565,14;9.001,78;0,00;0,00;Geen beslissing genomen
2021;meergezinswoning;Nieuwbouw;Rechtspersoon;17;34;34;522;0;66.994,66;0;52.375,06;17.908,21;0,00;0,00;In behandeling (na beroep)
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;80;98;98;1.035;0;151.429,95;0;114.569,60;51.621,70;0,00;0,00;Weigering
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon;263;300;300;1.684;0;196.837,17;0;205.437,16;90.782,67;0,00;0,00;Stopgezet
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon;231;253;253;1.327;0;209.471,57;0;285.961,39;85.206,89;0,00;0,00;Weigering
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;140;225;225;2.631;0;404.462,92;0;298.329,83;122.137,73;0,00;0,00;Stopgezet
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon;575;621;621;2.881;0;473.038,07;0;490.869,85;187.610,41;0,00;0,00;Vergunning
2021;meergezinswoning;Nieuwbouw;Rechtspersoon;273;339;339;3.709;0;491.058,29;0;432.187,31;246.378,42;0,00;0,00;Weigering
2021;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;339;466;466;4.884;0;641.325,86;0;578.136,48;212.147,82;0,00;0,00;Vergunning
2021;meergezinswoning;Nieuwbouw;Rechtspersoon;386;510;510;7.125;0;757.642,65;0;1.079.000,42;267.314,39;0,00;0,00;Stopgezet
2021;meergezinswoning;Nieuwbouw;Rechtspersoon;898;1.196;1.196;11.815;0;1.317.323,90;0;1.661.308,21;509.902,83;0,00;0,00;Vergunning
2021;meergezinswoning;Verbouwen of hergebruik;Overheid-Rechtspersoon;1;1;1;2;0;219,59;0;374,75;125,00;0,00;0,00;Vergunning
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;2;2;2;5;0;317,85;0;775,63;488,90;0,00;0,00;Vergunning
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;4;0;358,23;0;797,43;332,78;0,00;0,00;Geen beslissing genomen
2021;meergezinswoning;Verbouwen of hergebruik;Overheid;2;2;2;15;0;605,40;0;1.111,04;474,37;0,00;0,00;Vergunning
2021;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;11;0;1.038,29;0;1.159,39;303,07;0,00;0,00;Geen beslissing genomen
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;4;4;4;24;0;2.171,95;0;2.925,42;1.030,14;0,00;0,00;Aktename
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;23;24;24;28;0;2.183,24;0;6.207,27;2.822,56;0,00;0,00;Aktename
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;4;4;4;158;0;2.397,35;0;3.578,92;2.785,59;0,00;0,00;In behandeling (na beroep)
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;8;9;9;28;0;2.826,79;0;3.165,14;1.926,90;0,00;0,00;In behandeling (na beroep)
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;15;16;16;43;0;3.229,29;0;7.765,25;5.581,83;0,00;0,00;Niet rechtsgeldig
2021;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;6;6;6;29;0;3.240,43;0;4.352,26;1.104,59;0,00;0,00;In behandeling (na beroep)
2021;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;10;10;10;48;0;3.633,53;0;18.046,57;3.081,89;0,00;0,00;Niet rechtsgeldig
2021;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;15;15;15;119;0;10.526,99;0;15.472,59;5.347,80;0,00;0,00;Aktename
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;38;43;43;259;0;23.217,75;0;66.399,08;16.794,95;0,00;0,00;Weigering
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;77;78;78;680;0;60.111,09;0;69.116,60;28.249,39;0,00;0,00;Stopgezet
2021;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;100;103;103;667;0;64.898,06;0;189.096,14;36.752,77;0,00;0,00;Weigering
2021;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;203;227;227;1.666;0;159.978,22;0;258.386,56;100.129,14;0,00;0,00;Stopgezet
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;333;343;343;1.028;0;198.631,33;0;145.427,19;86.495,17;0,00;0,00;Weigering
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;239;246;246;2.246;0;202.627,30;0;366.665,91;101.387,20;0,00;0,00;Vergunning
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;520;533;533;1.786;0;238.494,47;0;325.721,98;137.433,30;0,00;0,00;Stopgezet
2021;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1.175;1.211;1.212;3.648;0;466.266,12;0;608.547,76;265.335,02;0,00;0,00;Vergunning
2021;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;605;658;658;4.742;0;603.658,30;0;789.471,04;252.877,34;0,00;0,00;Vergunning
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Overheid;1;1;1;3;0;173,47;0;205,30;86,00;0,00;0,00;Vergunning
2022;meergezinswoning;Nieuwbouw;Overheid;1;1;1;6;0;474,88;0;238,75;238,75;0,00;0,00;Weigering
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;27;0;1.828,69;0;2.394,09;332,79;0,00;0,00;Geen beslissing genomen
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon;5;12;12;96;0;8.329,10;0;9.410,21;4.975,46;0,00;0,00;In behandeling (na beroep)
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;7;26;26;192;0;21.383,64;0;21.646,09;10.171,35;0,00;0,00;In behandeling (na beroep)
2022;meergezinswoning;Nieuwbouw;Rechtspersoon;12;24;24;486;0;44.338,57;0;48.504,90;14.778,18;0,00;0,00;Geen beslissing genomen
2022;meergezinswoning;Nieuwbouw;Rechtspersoon;20;39;39;709;0;75.120,44;0;368.708,76;24.099,60;0,00;0,00;In behandeling (na beroep)
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon;187;209;209;964;0;115.486,90;0;135.020,07;69.561,89;0,00;0,00;Weigering
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;85;109;109;1.164;0;154.534,12;0;119.511,20;52.132,81;0,00;0,00;Weigering
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;107;172;172;1.952;0;178.874,36;0;212.041,32;136.742,80;0,00;0,00;Stopgezet
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon;193;239;239;1.346;0;187.004,25;0;304.737,45;103.564,16;0,00;0,00;Stopgezet
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon;469;518;518;2.204;0;309.963,46;0;448.945,90;138.651,88;0,00;0,00;Vergunning
2022;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;210;301;301;3.660;0;365.844,36;0;386.672,71;235.212,40;0,00;0,00;Vergunning
2022;meergezinswoning;Nieuwbouw;Rechtspersoon;249;324;324;3.628;0;436.434,97;0;479.105,00;161.072,25;0,00;0,00;Weigering
2022;meergezinswoning;Nieuwbouw;Rechtspersoon;450;640;640;8.005;0;867.208,89;0;1.332.467,07;342.889,96;0,00;0,00;Stopgezet
2022;meergezinswoning;Nieuwbouw;Rechtspersoon;859;1.149;1.149;12.051;0;1.340.360,66;0;1.772.543,23;534.736,83;0,00;0,00;Vergunning
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;1;0;55,00;0;218,00;85,00;0,00;0,00;In behandeling (in eerste aanleg)
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;2;2;2;2;0;191,70;0;318,69;243,33;0,00;0,00;Vergunning
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;1;0;201,50;0;322,90;174,60;0,00;0,00;Aktename
2022;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;8;0;251,00;0;327,00;112,00;0,00;0,00;In behandeling (na beroep)
2022;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;2;0;305,81;0;498,65;201,12;0,00;0,00;Geen beslissing genomen
2022;meergezinswoning;Verbouwen of hergebruik;Overheid;2;2;2;8;0;734,02;0;929,02;459,42;0,00;0,00;Vergunning
2022;meergezinswoning;Verbouwen of hergebruik;Overheid-Rechtspersoon;1;5;5;18;0;983,07;0;1.309,00;789,07;0,00;0,00;Vergunning
2022;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;8;8;8;23;0;1.502,18;0;3.779,68;1.099,66;0,00;0,00;Niet rechtsgeldig
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;10;12;12;33;0;3.807,59;0;4.403,44;2.471,91;0,00;0,00;Niet rechtsgeldig
2022;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;9;11;11;50;0;3.850,75;0;6.419,23;1.978,47;0,00;0,00;Aktename
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;20;21;21;58;0;4.392,39;0;11.348,09;4.844,77;0,00;0,00;Aktename
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;9;11;11;64;0;5.265,90;0;6.394,23;2.665,94;0,00;0,00;In behandeling (na beroep)
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;30;32;32;193;0;25.888,15;0;27.332,32;11.055,25;0,00;0,00;Weigering
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;53;60;60;659;0;55.234,51;0;83.932,61;25.384,08;0,00;0,00;Stopgezet
2022;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;130;135;135;686;0;97.985,11;0;95.503,01;41.848,55;0,00;0,00;Weigering
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;144;162;162;1.269;0;118.998,12;0;189.482,78;59.975,85;0,00;0,00;Vergunning
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;310;316;317;984;0;147.175,87;0;153.741,08;61.485,14;0,00;0,00;Weigering
2022;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;214;230;232;1.572;0;272.981,30;0;200.895,98;81.090,44;0,00;0,00;Stopgezet
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;539;545;546;1.676;0;336.240,42;0;258.180,20;126.198,24;0,00;0,00;Stopgezet
2022;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;629;667;668;5.061;0;550.395,24;0;751.090,85;281.985,09;0,00;0,00;Vergunning
2022;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1.025;1.056;1.057;3.111;0;557.776,40;0;533.808,68;261.903,32;0,00;0,00;Vergunning
2023;meergezinswoning;Nieuwbouw;Overheid;1;1;1;4;0;159,88;0;174,60;120,58;0,00;0,00;Vergunning
2023;meergezinswoning;Nieuwbouw;Overheid-Rechtspersoon;1;1;1;10;0;725,00;0;1.317,56;666,52;0,00;0,00;Vergunning
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;11;0;835,49;0;1.501,10;420,26;0,00;0,00;Geen beslissing genomen
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon;4;7;7;30;0;3.634,37;0;4.500,74;2.257,55;0,00;0,00;In behandeling (na beroep)
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon;6;10;10;67;0;5.958,59;0;8.915,05;3.554,13;0,00;0,00;Geen beslissing genomen
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;16;29;29;307;0;27.351,13;0;32.058,95;13.584,66;0,00;0,00;In behandeling (na beroep)
2023;meergezinswoning;Nieuwbouw;Rechtspersoon;10;42;42;399;0;36.364,42;0;43.913,84;20.624,61;0,00;0,00;Geen beslissing genomen
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;53;65;65;779;0;74.809,76;0;70.561,66;28.785,30;0,00;0,00;Weigering
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon;135;144;144;656;0;78.844,48;0;74.211,55;71.989,10;0,00;0,00;Weigering
2023;meergezinswoning;Nieuwbouw;Rechtspersoon;34;80;80;1.190;0;132.240,75;0;121.674,40;39.025,18;0,00;0,00;In behandeling (na beroep)
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;85;137;137;1.586;0;144.653,43;0;169.900,13;71.806,66;0,00;0,00;Stopgezet
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon;181;198;198;1.368;0;173.539,63;0;163.001,35;83.866,53;0,00;0,00;Stopgezet
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon;366;411;412;2.071;0;258.937,26;0;269.805,73;113.439,38;0,00;0,00;Vergunning
2023;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;173;248;248;2.911;0;276.554,70;0;294.519,97;140.037,39;0,00;0,00;Vergunning
2023;meergezinswoning;Nieuwbouw;Rechtspersoon;257;313;313;2.984;0;437.087,87;0;510.983,24;145.330,28;0,00;0,00;Weigering
2023;meergezinswoning;Nieuwbouw;Rechtspersoon;354;505;505;5.862;0;720.975,85;0;678.060,38;274.330,51;0,00;0,00;Stopgezet
2023;meergezinswoning;Nieuwbouw;Rechtspersoon;792;1.064;1.064;11.423;0;1.421.994,77;0;2.285.005,06;502.345,08;0,00;0,00;Vergunning
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;2;0;77,20;0;674,15;492,77;0,00;0,00;Geen beslissing genomen
2023;meergezinswoning;Verbouwen of hergebruik;Overheid;1;1;1;1;0;171,65;0;732,50;636,70;0,00;0,00;Stopgezet
2023;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;3;0;222,43;0;222,43;211,21;0,00;0,00;Geen beslissing genomen
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;1;1;1;6;0;318,54;0;392,20;315,00;0,00;0,00;Vergunning
2023;meergezinswoning;Verbouwen of hergebruik;Overheid;3;3;3;5;0;390,00;0;962,56;956,87;0,00;0,00;Vergunning
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;3;3;3;19;0;1.133,87;0;2.083,52;1.252,80;0,00;0,00;In behandeling (na beroep)
2023;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;7;7;7;19;0;1.603,61;0;3.477,22;957,03;0,00;0,00;Niet rechtsgeldig
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;6;6;6;20;0;1.688,11;0;2.453,82;1.823,24;0,00;0,00;In behandeling (na beroep)
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;6;6;6;28;0;2.454,50;0;5.175,74;1.814,81;0,00;0,00;Aktename
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;13;14;14;39;0;2.877,68;0;3.275,18;1.482,23;0,00;0,00;Niet rechtsgeldig
2023;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;7;7;7;32;0;3.372,26;0;3.048,26;1.860,16;0,00;0,00;In behandeling (na beroep)
2023;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;9;10;10;58;0;4.505,04;0;5.595,23;2.096,79;0,00;0,00;Aktename
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;19;20;20;94;0;9.315,31;0;11.697,29;4.702,68;0,00;0,00;Aktename
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;39;0;12.347,60;0;3.661,20;966,80;0,00;0,00;Niet rechtsgeldig
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;18;20;20;148;0;27.790,58;0;14.006,81;6.477,02;0,00;0,00;Weigering
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;54;59;59;535;0;45.438,76;0;61.773,47;21.250,38;0,00;0,00;Stopgezet
2023;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;150;158;158;803;0;85.332,55;0;215.818,75;44.407,32;0,00;0,00;Weigering
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;303;308;308;924;0;111.288,44;0;204.996,45;57.120,35;0,00;0,00;Weigering
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;172;184;184;1.533;0;153.336,52;0;172.700,67;61.036,87;0,00;0,00;Vergunning
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;579;596;596;1.901;0;253.788,06;0;391.232,78;125.183,21;0,00;0,00;Stopgezet
2023;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;267;292;292;2.683;0;280.904,85;0;498.979,59;120.505,49;0,00;0,00;Stopgezet
2023;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1.029;1.061;1.062;3.307;0;413.638,27;0;574.968,40;216.543,42;0,00;0,00;Vergunning
2023;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;680;775;775;6.241;0;654.655,52;0;882.214,08;308.538,02;0,00;0,00;Vergunning
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon;1;1;1;3;0;283,41;0;283,41;157,20;0,00;0,00;Geen beslissing genomen
2024;meergezinswoning;Nieuwbouw;Rechtspersoon;1;1;1;4;0;325,00;0;340,00;140,00;0,00;0,00;Geen beslissing genomen
2024;meergezinswoning;Nieuwbouw;Rechtspersoon;1;1;1;38;0;8.012,43;0;3.093,00;1.339,36;0,00;0,00;In behandeling (in eerste aanleg)
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon;14;22;22;163;0;14.195,46;0;16.919,89;7.057,03;0,00;0,00;In behandeling (na beroep)
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon;112;122;122;496;0;58.606,86;0;96.754,95;30.493,31;0,00;0,00;Weigering
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;23;45;45;631;0;79.595,37;0;160.128,11;59.139,35;0,00;0,00;In behandeling (na beroep)
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon;154;175;175;1.005;0;129.191,58;0;324.256,23;84.623,73;0,00;0,00;Stopgezet
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;39;62;62;555;0;132.262,22;0;304.753,18;26.033,80;0,00;0,00;Weigering
2024;meergezinswoning;Nieuwbouw;Rechtspersoon;67;105;105;1.794;0;156.542,01;0;201.662,99;66.991,24;0,00;0,00;In behandeling (na beroep)
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon;289;319;319;1.361;0;160.078,29;0;299.977,61;84.056,86;0,00;0,00;Vergunning
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;64;87;87;1.136;0;163.581,22;0;107.988,16;37.695,13;0,00;0,00;Stopgezet
2024;meergezinswoning;Nieuwbouw;Rechtspersoon;166;209;209;2.053;0;218.154,27;0;290.172,23;147.850,66;0,00;0,00;Weigering
2024;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;159;228;228;2.626;0;280.755,37;0;280.842,06;106.239,45;0,00;0,00;Vergunning
2024;meergezinswoning;Nieuwbouw;Rechtspersoon;301;493;493;6.156;0;708.061,76;0;875.636,03;230.963,93;0,00;0,00;Stopgezet
2024;meergezinswoning;Nieuwbouw;Rechtspersoon;763;1.006;1.006;11.129;0;1.863.820,28;0;1.668.294,31;548.240,32;0,00;0,00;Vergunning
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;2;0;143,89;0;252,41;99,81;0,00;0,00;Geen beslissing genomen
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;1;1;1;2;0;169,86;0;184,55;133,50;0,00;0,00;Weigering
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid-Rechtspersoon;1;1;1;8;0;327,98;0;500,00;142,20;0,00;0,00;Vergunning
2024;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;6;6;6;17;0;1.066,68;0;1.491,67;685,43;0,00;0,00;Niet rechtsgeldig
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;14;0;1.569,95;0;685,70;210,90;0,00;0,00;In behandeling (na beroep)
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;9;9;9;40;0;4.616,16;0;9.599,68;5.215,42;0,00;0,00;In behandeling (na beroep)
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;24;24;24;57;0;6.518,71;0;13.545,18;6.393,78;0,00;0,00;Aktename
2024;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;12;12;12;58;0;6.846,12;0;9.070,32;82.496,52;0,00;0,00;Aktename
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;124;0;8.147,07;0;10.001,73;917,50;0,00;0,00;Aktename
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;5;5;5;23;0;10.333,59;0;2.281,71;794,26;0,00;0,00;Niet rechtsgeldig
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;22;23;23;106;0;27.085,03;0;13.785,74;5.727,18;0,00;0,00;Weigering
2024;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;17;20;20;338;0;32.858,31;0;42.327,51;10.315,37;0,00;0,00;In behandeling (na beroep)
2024;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;102;111;111;620;0;52.254,28;0;115.477,37;29.830,73;0,00;0,00;Weigering
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;54;56;56;603;0;86.740,70;0;74.692,86;26.918,28;0,00;0,00;Stopgezet
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;135;145;145;1.055;0;96.522,66;0;136.260,32;45.904,62;0,00;0,00;Vergunning
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;255;266;266;766;0;97.555,52;0;149.405,00;56.287,10;0,00;0,00;Weigering
2024;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;273;291;291;1.802;0;156.924,70;0;359.844,96;116.690,92;0,00;0,00;Stopgezet
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;574;590;590;1.802;0;228.059,03;0;237.961,04;135.450,89;0,00;0,00;Stopgezet
2024;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;971;993;993;2.965;0;409.749,11;0;478.409,52;194.769,12;0,00;0,00;Vergunning
2024;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;696;745;745;6.371;0;713.514,57;0;904.186,46;344.791,26;0,00;0,00;Vergunning
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;98,30;77,57;0,00;0,00;Geen beslissing genomen
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Overheid;1;1;1;10;0;822,11;0;1.261,60;386,60;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezinswoning;Nieuwbouw;Rechtspersoon;2;2;2;15;0;1.414,30;0;1.633,13;575,26;0,00;0,00;Geen beslissing genomen
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;14;17;17;134;0;13.702,26;0;15.209,00;6.746,25;0,00;0,00;Weigering
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon;23;28;28;158;0;15.219,98;0;16.270,44;10.202,16;0,00;0,00;In behandeling (na beroep)
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon;59;60;60;227;0;21.679,29;0;75.704,72;13.654,80;0,00;0,00;Weigering
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;11;19;19;312;0;27.141,03;0;32.796,82;10.043,56;0,00;0,00;In behandeling (na beroep)
2025;meergezinswoning;Nieuwbouw;Rechtspersoon;76;83;83;658;0;58.471,75;0;73.996,00;29.629,22;0,00;0,00;Weigering
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;46;65;65;821;0;65.307,27;0;79.787,53;29.399,08;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon;89;101;101;661;0;66.842,09;0;88.281,15;31.910,31;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;49;62;62;584;0;69.924,41;0;74.121,68;24.000,64;0,00;0,00;Stopgezet
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon;100;115;115;790;0;77.380,30;0;86.497,35;35.813,90;0,00;0,00;Stopgezet
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;93;121;121;1.053;0;100.762,22;0;111.315,85;47.911,42;0,00;0,00;Vergunning
2025;meergezinswoning;Nieuwbouw;Natuurlijk persoon;201;212;212;1.286;0;120.021,12;0;153.049,30;58.457,98;0,00;0,00;Vergunning
2025;meergezinswoning;Nieuwbouw;Rechtspersoon;73;107;107;1.297;0;129.653,72;0;171.637,20;402.983,14;0,00;0,00;In behandeling (na beroep)
2025;meergezinswoning;Nieuwbouw;Rechtspersoon;198;274;274;3.069;0;317.406,52;0;323.903,59;116.973,90;0,00;0,00;Stopgezet
2025;meergezinswoning;Nieuwbouw;Rechtspersoon;297;458;458;5.655;0;528.217,41;0;753.171,34;223.754,54;0,00;0,00;In behandeling (in eerste aanleg)
